,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound,title,year
698,O,O,O,O,O,O,N,O,O,O,O,O,O,O,hell and high water,1954
699,O,O,O,O,O,O,N,O,O,O,O,O,O,O,them!,1954
700,W,O,N,O,W,O,O,O,W,N,N,W,O,O,marty,1955
701,O,N,N,W,O,O,O,W,N,O,O,O,W,N,love is a many-splendored thing,1955
702,O,O,O,O,O,O,O,O,N,W,O,O,O,N,mister roberts,1955
703,O,O,O,O,N,W,O,N,N,N,O,O,O,O,picnic,1955
704,O,W,W,N,O,N,O,N,N,O,N,O,O,O,the rose tattoo,1955
705,N,O,O,O,N,O,O,O,O,O,O,N,O,O,bad day at black rock,1955
706,N,O,O,O,N,O,O,O,O,O,W,N,O,O,east of eden,1955
707,O,N,O,O,N,O,O,O,O,O,O,O,O,O,summertime,1955
708,N,O,O,O,O,O,O,N,O,O,O,N,N,N,love me or leave me,1955
709,N,O,O,O,O,O,O,N,O,O,O,O,O,O,the man with the golden arm,1955
710,O,N,N,W,O,O,O,O,O,O,O,O,O,O,i'll cry tomorrow,1955
711,O,N,O,N,O,O,O,O,O,O,O,O,O,O,interrupted melody,1955
712,O,O,O,O,O,O,O,O,O,N,O,O,O,O,trial,1955
713,O,O,O,O,O,O,O,O,O,N,N,O,O,O,rebel without a cause,1955
714,O,O,O,O,O,O,O,O,O,O,N,O,O,O,pete kelly's blues,1955
715,O,O,N,O,O,N,O,O,O,O,O,N,O,O,blackboard jungle,1955
716,O,O,O,O,O,O,O,N,O,O,O,O,O,O,battle cry,1955
717,O,O,N,O,O,N,O,W,O,O,O,O,O,W,oklahoma!,1955
718,O,O,O,O,O,O,O,N,O,O,O,O,N,O,daddy long legs,1955
719,O,O,N,N,O,O,O,N,O,O,O,O,O,O,guys and dolls,1955
720,O,O,O,O,O,O,O,N,O,O,O,O,O,O,it's always fair weather,1955
721,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the tender trap,1955
722,O,O,O,O,O,O,O,O,O,O,O,O,N,O,unchained,1955
723,O,O,O,O,O,O,O,O,O,O,O,O,O,N,not as a stranger,1955
724,O,O,W,N,O,O,O,O,O,O,O,O,O,O,to catch a thief,1955
725,O,O,N,N,O,O,O,O,O,O,O,O,O,O,queen bee,1955
726,O,O,N,O,O,O,O,O,O,O,O,O,O,O,a man called peter,1955
727,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the pickwick papers,1955
728,O,O,O,N,O,O,O,O,O,O,O,O,O,O,ugetsu,1955
729,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the virgin queen,1955
730,O,O,O,O,O,N,W,O,O,O,O,O,O,O,the bridges at toko-ri,1955
731,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the dam busters,1955
732,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the rains of ranchipur,1955
733,O,O,W,N,N,W,O,W,W,O,O,W,O,O,around the world in 80 days,1956
734,O,O,O,O,N,O,O,O,N,N,O,N,N,N,friendly persuasion,1956
735,N,O,O,N,W,N,O,N,N,O,N,N,O,O,giant,1956
736,W,N,N,W,N,O,O,W,N,O,O,O,O,W,the king and i,1956
737,O,O,N,N,O,N,W,O,N,O,O,O,O,N,the ten commandments,1956
738,O,O,N,N,N,O,O,O,O,O,O,O,O,O,war and peace,1956
739,N,O,O,O,O,O,O,O,O,W,O,N,O,O,lust for life,1956
740,N,O,O,O,O,O,O,O,O,O,O,O,O,O,richard iii,1956
741,O,W,O,O,O,O,O,N,O,O,O,O,O,O,anastasia,1956
742,O,N,N,O,O,O,O,O,O,O,N,N,O,O,baby doll,1956
743,O,N,O,O,O,O,O,N,O,O,O,O,O,O,the rainmaker,1956
744,O,N,N,O,O,O,O,O,O,O,N,O,O,O,the bad seed,1956
745,O,O,O,O,O,O,O,O,O,N,O,O,O,O,bus stop,1956
746,O,O,O,O,O,O,O,O,O,N,O,N,O,O,the bold and the brave,1956
747,O,O,O,O,O,O,O,O,O,N,W,O,N,O,written on the wind,1956
748,O,O,O,O,O,O,O,O,O,O,O,W,O,O,the red balloon,1956
749,O,O,O,O,O,O,O,O,O,O,O,N,N,O,julie,1956
750,O,O,O,O,O,O,O,O,O,O,O,N,O,O,la strada,1956
751,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the ladykillers,1956
752,O,O,O,O,O,O,O,N,O,O,O,O,O,O,between heaven and hell,1956
753,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the best things in life are free,1956
754,O,O,N,O,O,O,O,N,O,O,O,O,O,N,the eddy duchin story,1956
755,O,O,O,O,O,O,O,N,O,O,O,O,N,O,high society,1956
756,O,O,O,O,O,O,O,N,O,O,O,O,O,O,meet me in las vegas,1956
757,O,O,O,O,O,O,O,O,O,O,O,O,W,O,the man who knew too much,1956
758,O,O,O,O,O,N,O,O,O,O,O,O,O,N,the brave one,1956
759,O,O,W,O,O,N,O,O,O,O,O,O,O,O,somebody up there likes me,1956
760,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the proud and profane,1956
761,O,O,O,N,O,O,O,O,O,O,O,O,O,O,seven samurai,1956
762,O,O,O,W,O,O,O,O,O,O,O,O,O,O,the solid gold cadillac,1956
763,O,O,O,N,O,O,O,O,O,O,O,O,O,O,teenage rebel,1956
764,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the harder they fall,1956
765,O,O,N,O,O,O,O,O,O,O,O,O,O,O,stagecoach to fury,1956
766,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the power and the prize,1956
767,O,O,O,O,O,O,N,O,O,O,O,O,O,O,forbidden planet,1956
768,W,O,W,O,W,W,O,W,W,N,O,W,O,O,the bridge on the river kwai,1957
769,O,O,O,O,N,O,O,O,N,O,O,N,O,O,12 angry men,1957
770,O,N,N,O,N,O,O,O,N,N,N,N,O,O,peyton place,1957
771,N,O,N,O,N,N,O,O,N,W,W,N,O,W,sayonara,1957
772,N,O,O,O,N,N,O,O,N,O,N,O,O,N,witness for the prosecution,1957
773,N,O,O,O,O,O,O,O,O,O,O,O,O,O,a hatful of rain,1957
774,N,N,O,O,O,O,O,O,O,O,O,O,N,O,wild is the wind,1957
775,O,W,O,O,O,O,O,O,O,O,O,O,O,O,the three faces of eve,1957
776,O,N,O,O,O,O,O,O,O,O,O,N,O,O,"heaven knows, mr. allison",1957
777,O,N,O,N,O,O,O,N,O,O,O,O,O,O,raintree county,1957
778,O,O,O,O,O,O,O,O,O,N,O,O,O,O,a farewell to arms,1957
779,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the bachelor party,1957
780,O,O,N,N,O,O,O,N,O,O,O,O,N,O,an affair to remember,1957
781,O,O,O,O,O,O,O,N,O,O,O,O,O,O,boy on a dolphin,1957
782,O,O,O,O,O,O,O,N,O,O,O,O,O,O,perri,1957
783,O,O,O,O,O,O,O,O,O,O,O,O,W,O,the joker is wild,1957
784,O,O,O,O,O,O,O,O,O,O,O,O,N,O,april love,1957
785,O,O,O,O,O,O,O,O,O,O,O,O,N,O,tammy and the bachelor,1957
786,O,O,O,O,O,N,O,O,O,O,O,O,O,N,gunfight at the o.k. corral,1957
787,O,O,O,W,O,O,O,O,O,O,O,O,O,N,les girls,1957
788,O,O,O,N,O,N,O,O,O,O,O,O,O,N,pal joey,1957
789,O,O,N,N,O,O,O,O,O,O,O,O,O,O,funny face,1957
790,O,O,O,O,O,O,W,O,O,O,O,O,O,O,the enemy below,1957
791,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the spirit of st. louis,1957
792,O,O,W,W,W,W,O,W,W,O,O,W,W,O,gigi,1958
793,O,N,N,O,O,N,O,O,N,O,N,O,O,O,auntie mame,1958
794,N,N,N,O,N,O,O,O,N,O,O,N,O,O,cat on a hot tin roof,1958
795,N,O,W,O,N,N,O,O,N,N,N,O,O,O,the defiant ones,1958
796,W,N,N,O,O,O,O,N,N,O,W,N,O,O,separate tables,1958
797,O,W,N,O,N,N,O,O,O,O,O,N,O,N,i want to live!,1958
798,O,O,O,O,N,O,O,O,O,O,O,O,O,O,the inn of the sixth happiness,1958
799,N,O,N,O,O,O,O,W,O,O,O,O,O,O,the old man and the sea,1958
800,O,N,O,N,O,O,O,O,O,N,N,O,N,O,some came running,1958
801,O,O,O,O,O,O,O,N,O,W,O,O,O,O,the big country,1958
802,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the brothers karamazov,1958
803,O,O,O,O,O,O,O,O,O,N,O,O,O,O,teacher's pet,1958
804,O,O,O,O,O,O,O,O,O,O,N,O,O,O,lonelyhearts,1958
805,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the horse's mouth,1958
806,O,O,O,O,O,O,O,N,O,O,O,O,O,O,white wilderness,1958
807,O,O,N,O,O,O,O,N,O,O,O,O,O,N,the young lions,1958
808,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the bolshoi ballet,1958
809,O,O,O,O,O,O,O,N,O,O,O,O,O,O,damn yankees!,1958
810,O,O,O,O,O,O,O,N,O,O,O,O,O,O,mardi gras,1958
811,O,O,N,O,O,O,O,N,O,O,O,O,O,W,south pacific,1958
812,O,O,O,O,O,O,O,O,O,O,O,O,N,O,houseboat,1958
813,O,O,O,N,O,O,O,O,O,O,O,O,N,O,a certain smile,1958
814,O,O,O,O,O,O,O,O,O,O,O,O,N,O,marjorie morningstar,1958
815,O,O,O,O,O,O,O,O,O,O,O,O,O,N,a time to love and a time to die,1958
816,O,O,O,O,O,O,O,O,O,O,O,O,O,N,vertigo,1958
817,O,O,O,N,O,O,O,O,O,O,O,O,O,O,"bell, book and candle",1958
818,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the buccaneer,1958
819,O,O,N,O,O,O,O,O,O,O,O,O,O,O,desire under the elms,1958
820,O,O,O,O,O,N,O,O,O,O,O,O,O,O,cowboy,1958
821,O,O,O,O,O,O,W,O,O,O,O,O,O,O,tom thumb,1958
822,O,O,O,O,O,O,N,O,O,O,O,O,O,O,torpedo run,1958
823,W,O,W,W,W,W,W,W,W,W,O,N,O,W,ben-hur,1959
824,N,O,N,O,O,N,O,O,N,N,O,N,O,O,anatomy of a murder,1959
825,O,O,W,N,N,O,O,N,N,N,W,O,O,O,the diary of anne frank,1959
826,O,N,N,O,N,N,O,N,N,O,O,N,O,N,the nun's story,1959
827,N,W,O,O,N,O,O,O,N,O,N,W,O,O,room at the top,1959
828,N,O,N,W,N,O,O,O,O,O,O,N,O,O,some like it hot,1959
829,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the last angry man,1959
830,O,N,O,O,O,O,O,N,O,O,N,O,O,O,pillow talk,1959
831,O,N,O,O,O,O,O,O,O,O,O,O,O,O,"suddenly, last summer",1959
832,O,O,N,N,O,O,O,O,O,N,O,O,O,O,the young philadelphians,1959
833,O,O,O,O,O,O,O,O,O,O,N,O,O,O,imitation of life,1959
834,O,O,O,O,O,N,O,N,O,O,O,O,O,O,on the beach,1959
835,O,O,N,N,O,O,O,W,O,O,O,O,O,N,porgy and bess,1959
836,O,O,N,N,O,O,O,N,O,O,O,O,N,O,the five pennies,1959
837,O,O,O,O,O,O,O,N,O,O,O,O,O,O,li'l abner,1959
838,O,O,O,O,O,O,O,N,O,O,O,O,O,O,say one for me,1959
839,O,O,O,O,O,O,O,N,O,O,O,O,O,O,sleeping beauty,1959
840,O,O,O,O,O,O,O,O,O,O,O,O,W,O,a hole in the head,1959
841,O,O,O,N,O,O,O,O,O,O,O,O,N,O,the best of everything,1959
842,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the hanging tree,1959
843,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the young land,1959
844,O,O,O,O,O,O,N,O,O,O,O,O,O,N,journey to the center of the earth,1959
845,O,O,O,O,O,O,O,O,O,O,O,O,O,N,libel,1959
846,O,O,N,N,O,O,O,O,O,O,O,O,O,O,career,1959
847,O,O,N,N,O,O,O,O,O,O,O,O,O,O,the big fisherman,1959
848,O,O,O,O,O,N,O,O,O,O,O,O,O,O,north by northwest,1959
849,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the gazebo,1959
850,N,N,N,O,W,W,O,O,W,N,O,O,O,N,the apartment,1960
851,O,O,N,O,O,N,O,N,N,N,O,O,N,W,the alamo,1960
852,W,O,O,O,O,O,O,N,N,O,W,W,O,O,elmer gantry,1960
853,N,O,W,O,N,O,O,O,N,O,N,N,O,O,sons and lovers,1960
854,O,N,O,O,N,O,O,O,N,O,N,N,O,O,the sundowners,1960
855,O,N,O,N,N,O,O,O,O,O,O,O,W,O,never on sunday,1960
856,O,O,N,O,N,O,O,O,O,O,N,O,O,O,psycho,1960
857,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the entertainer,1960
858,N,O,N,O,O,N,O,O,O,O,O,N,O,O,inherit the wind,1960
859,O,W,N,O,O,O,O,O,O,O,O,O,O,O,butterfield 8,1960
860,O,N,O,N,O,O,O,O,O,O,O,O,O,N,sunrise at campobello,1960
861,O,O,W,W,O,N,O,N,O,W,O,O,O,O,spartacus,1960
862,O,O,O,O,O,O,O,O,O,N,O,O,O,O,"murder, inc.",1960
863,O,O,N,O,O,O,O,W,O,N,O,O,O,O,exodus,1960
864,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the dark at the top of the stairs,1960
865,O,O,O,O,O,O,O,O,O,O,O,N,O,O,tunes of glory,1960
866,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the magnificent seven,1960
867,O,O,O,O,O,O,O,W,O,O,O,O,O,O,song without end,1960
868,O,O,O,O,O,O,O,N,O,O,O,O,O,O,bells are ringing,1960
869,O,O,O,N,O,O,O,N,O,O,O,O,O,O,can-can,1960
870,O,O,O,O,O,O,O,N,O,O,O,O,O,O,let's make love,1960
871,O,O,N,N,O,N,O,N,O,O,O,O,N,N,pepe,1960
872,O,O,O,O,O,O,O,O,O,O,O,O,N,O,high time,1960
873,O,O,N,W,O,O,O,O,O,O,O,O,N,O,the facts of life,1960
874,O,O,O,O,O,O,O,O,O,O,O,O,O,N,cimarron,1960
875,O,O,O,O,O,O,O,O,O,O,O,O,O,O,visit to a small planet,1960
876,O,O,O,O,O,O,O,O,O,O,O,O,O,O,it started in naples,1960
877,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the rise and fall of legs diamond,1960
878,O,O,O,N,O,O,O,O,O,O,O,O,O,O,seven thieves,1960
879,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the virgin spring,1960
880,O,O,O,N,O,O,O,O,O,O,O,O,O,O,midnight lace,1960
881,O,O,O,O,O,O,W,O,O,O,O,O,O,O,the time machine,1960
882,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the last voyage,1960
883,O,O,W,W,W,W,O,W,W,W,W,N,O,W,west side story,1961
884,N,O,N,O,O,N,O,N,N,O,O,O,O,O,fanny,1961
885,O,O,O,O,N,N,W,N,N,O,O,N,O,N,the guns of navarone,1961
886,N,N,W,O,N,O,O,O,N,N,O,N,O,O,the hustler,1961
887,WN,O,N,N,N,N,O,O,N,N,N,W,O,O,judgment at nuremberg,1961
888,O,O,O,W,N,O,O,O,O,O,O,O,O,O,la dolce vita,1961
889,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the mark,1961
890,O,W,O,O,O,O,O,O,O,O,O,O,O,O,two women,1961
891,O,N,O,O,O,O,O,W,O,O,O,N,W,O,breakfast at tiffany's,1961
892,O,N,O,O,O,O,O,N,O,O,N,O,O,O,summer and smoke,1961
893,O,N,O,O,O,O,O,O,O,O,O,O,O,O,splendor in the grass,1961
894,O,O,O,N,O,O,O,O,O,N,O,O,N,O,pocketful of miracles,1961
895,O,O,N,N,O,O,O,O,O,O,N,O,O,N,the children's hour,1961
896,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the roman spring of mrs. stone,1961
897,O,O,O,O,O,O,O,N,O,O,O,O,N,O,el cid,1961
898,O,O,O,N,O,O,O,N,O,O,O,O,O,O,babes in toyland,1961
899,O,O,N,N,O,O,O,N,O,O,O,O,O,N,flower drum song,1961
900,O,O,O,O,O,O,O,N,O,O,O,O,O,O,khovanshchina,1961
901,O,O,O,O,O,O,O,N,O,O,O,O,O,O,paris blues,1961
902,O,O,O,O,O,O,O,O,O,O,O,O,N,O,bachelor in paradise,1961
903,O,O,O,O,O,O,O,O,O,O,O,O,N,O,town without pity,1961
904,O,O,O,O,O,N,O,O,O,O,O,O,O,N,the parent trap,1961
905,O,O,N,O,O,O,N,O,O,O,O,O,O,O,the absent-minded professor,1961
906,O,O,N,O,O,O,O,O,O,O,O,O,O,O,"one, two, three",1961
907,O,O,N,O,O,O,O,O,O,O,O,O,O,O,a majority of one,1961
908,O,O,N,O,O,O,O,O,O,O,O,O,O,O,one-eyed jacks,1961
909,O,O,O,N,O,O,O,O,O,O,O,O,O,O,claudelle inglish,1961
910,O,O,O,N,O,O,O,O,O,O,O,O,O,O,yojimbo,1961
911,O,O,O,N,O,O,O,O,O,O,O,O,O,O,back street,1961
912,N,O,W,O,W,W,O,W,W,N,O,N,O,W,lawrence of arabia,1962
913,O,O,W,O,O,N,W,O,N,O,O,O,O,O,the longest day,1962
914,O,O,O,O,O,O,O,O,N,O,O,O,O,O,the music man[3],1962
915,O,O,N,O,O,N,N,N,N,O,O,O,N,O,mutiny on the bounty,1962
916,W,O,N,O,N,O,O,N,N,O,N,W,O,O,to kill a mockingbird,1962
917,O,O,O,O,N,O,O,O,O,O,O,N,O,O,david and lisa,1962
918,N,O,O,O,N,O,O,O,O,O,O,O,O,O,divorce italian style,1962
919,O,W,O,N,N,O,O,O,O,O,W,N,O,O,the miracle worker,1962
920,N,O,N,O,O,O,O,O,O,N,N,O,O,O,birdman of alcatraz,1962
921,N,N,O,N,O,O,O,O,O,O,O,O,W,O,days of wine and roses,1962
922,O,N,N,W,O,O,O,O,O,N,O,O,O,N,what ever happened to baby jane?,1962
923,O,N,O,O,O,O,O,O,O,O,O,O,O,O,long day's journey into night,1962
924,O,N,O,O,O,O,O,O,O,W,N,O,O,O,sweet bird of youth,1962
925,O,O,O,O,O,O,O,O,O,N,O,O,O,O,billy budd,1962
926,O,O,O,O,O,N,O,O,O,O,N,O,O,O,the manchurian candidate,1962
927,O,O,O,O,O,O,O,O,O,O,O,N,O,O,lolita,1962
928,O,O,O,O,O,O,O,N,O,O,O,O,O,O,freud,1962
929,O,O,O,O,O,O,O,N,O,O,O,O,O,O,taras bulba,1962
930,O,O,O,N,O,N,O,W,O,O,O,O,O,N,meredith willson's the music man,1962
931,O,O,O,O,O,O,O,N,O,O,O,O,O,O,billy rose's jumbo,1962
932,O,O,O,O,O,O,O,N,O,O,O,O,O,O,gigot,1962
933,O,O,N,N,O,O,O,N,O,O,O,O,O,O,gypsy,1962
934,O,O,N,W,O,O,O,N,O,O,O,O,O,O,the wonderful world of the brothers grimm,1962
935,O,O,N,O,O,O,O,O,O,O,O,O,N,O,two for the seesaw,1962
936,O,O,O,O,O,O,O,O,O,O,O,O,N,O,tender is the night,1962
937,O,O,O,O,O,O,O,O,O,O,O,O,N,O,walk on the wild side,1962
938,O,O,O,N,O,O,O,O,O,O,O,O,O,N,bon voyage!,1962
939,O,O,O,O,O,O,O,O,O,O,O,O,O,N,that touch of mink,1962
940,O,O,O,O,O,O,O,O,O,O,O,O,O,O,period of adjustment,1962
941,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the pigeon that took rome,1962
942,O,O,N,O,O,O,O,O,O,O,O,O,O,O,hatari!,1962
943,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the man who shot liberty valance,1962
944,O,O,O,N,O,O,O,O,O,O,O,O,O,O,phaedra,1962
945,O,O,O,N,O,O,O,O,O,O,O,O,O,O,my geisha,1962
946,N,O,O,O,W,O,O,W,W,N,N,W,O,O,tom jones,1963
947,O,O,O,O,N,O,O,O,N,O,O,O,O,O,america america,1963
948,N,O,W,W,O,N,W,N,N,O,O,O,O,N,cleopatra,1963
949,O,O,N,N,O,W,O,N,N,O,O,O,O,W,how the west was won,1963
950,W,O,N,O,O,O,O,O,N,O,N,N,O,O,lilies of the field,1963
951,O,O,O,W,N,O,O,O,O,O,O,O,O,O,8½,1963
952,O,O,N,N,N,N,O,O,O,N,O,O,O,O,the cardinal,1963
953,N,W,W,O,N,O,O,O,O,W,O,N,O,O,hud,1963
954,N,N,O,O,O,O,O,O,O,O,O,O,O,O,this sporting life,1963
955,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the l-shaped room,1963
956,O,N,N,O,O,O,O,W,O,O,O,O,O,O,irma la douce,1963
957,O,N,N,N,O,O,O,O,O,O,O,O,O,O,love with the proper stranger,1963
958,O,O,O,O,O,O,O,O,O,N,O,O,O,O,twilight of honor,1963
959,O,O,O,O,O,O,O,O,O,N,O,N,O,N,"captain newman, m.d.",1963
960,O,O,O,O,O,O,O,O,O,O,W,O,O,O,the v.i.p.s,1963
961,O,O,O,O,O,O,O,N,O,O,O,N,O,O,sundays and cybele,1963
962,O,O,O,O,O,O,O,O,O,O,O,O,W,O,papa's delicate condition,1963
963,O,O,O,O,O,O,O,O,O,O,O,O,N,O,charade,1963
964,O,O,N,O,O,N,W,N,O,O,O,O,N,N,"it's a mad, mad, mad, mad world",1963
965,O,O,O,O,O,O,O,O,O,O,O,O,N,O,mondo cane,1963
966,O,O,O,O,O,O,O,N,O,O,O,O,N,O,55 days at peking,1963
967,O,O,O,O,O,O,O,N,O,O,O,O,O,N,bye bye birdie,1963
968,O,O,O,N,O,O,O,N,O,O,O,O,O,O,a new kind of love,1963
969,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the sword in the stone,1963
970,O,O,O,O,O,O,N,O,O,O,O,O,O,O,a gathering of eagles,1963
971,O,O,O,O,O,O,O,O,O,O,O,O,O,O,come blow your horn,1963
972,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the balcony,1963
973,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the caretakers,1963
974,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the stripper,1963
975,O,O,O,N,O,O,O,O,O,O,O,O,O,O,toys in the attic,1963
976,O,O,O,N,O,O,O,O,O,O,O,O,O,O,wives and lovers,1963
977,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the leopard,1963
978,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the great escape,1963
979,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the birds,1963
980,W,O,W,W,W,N,O,W,W,N,N,N,O,W,my fair lady,1964
981,N,O,N,N,N,N,O,N,N,N,O,W,O,N,becket,1964
982,N,O,O,O,N,O,O,O,N,O,O,N,O,O,dr. strangelove,1964
983,O,W,N,N,N,W,W,N,N,O,O,N,W,N,mary poppins,1964
984,N,O,W,O,N,O,O,O,N,O,W,N,O,O,zorba the greek,1964
985,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the pumpkin eater,1964
986,O,N,O,O,O,O,O,O,O,O,O,O,O,O,marriage italian style,1964
987,O,N,N,N,O,O,O,N,O,O,O,O,O,N,the unsinkable molly brown,1964
988,O,N,O,O,O,O,O,O,O,O,O,O,O,O,séance on a wet afternoon,1964
989,O,O,O,O,O,O,O,O,O,W,O,O,O,O,topkapi,1964
990,O,O,O,O,O,O,O,O,O,N,O,O,O,O,seven days in may,1964
991,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the best man,1964
992,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the chalk garden,1964
993,O,O,N,W,O,O,O,O,O,O,N,O,O,O,the night of the iguana,1964
994,O,O,N,N,O,N,O,N,O,O,N,O,N,O,"hush...hush, sweet charlotte",1964
995,O,O,O,O,O,O,O,O,O,O,O,O,N,O,dear heart,1964
996,O,O,O,O,O,O,O,N,O,O,O,O,N,O,robin and the 7 hoods,1964
997,O,O,O,O,O,O,O,O,O,O,O,O,N,O,where love has gone,1964
998,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the fall of the roman empire,1964
999,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the pink panther,1964
1000,O,O,O,O,O,O,O,N,O,O,O,O,O,O,a hard day's night,1964
1001,O,O,O,O,O,O,W,O,O,O,O,O,O,O,goldfinger,1964
1002,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the lively set,1964
1003,O,O,O,O,O,N,O,O,O,O,O,O,O,N,father goose,1964
1004,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the americanization of emily,1964
1005,O,O,O,N,O,O,O,O,O,O,O,O,O,O,what a way to go!,1964
1006,O,O,N,O,O,O,O,O,O,O,O,O,O,O,fate is the hunter,1964
1007,O,O,N,O,O,O,O,O,O,O,O,O,O,O,cheyenne autumn,1964
1008,O,O,O,N,O,O,O,O,O,O,O,O,O,O,a house is not a home,1964
1009,O,O,O,N,O,O,O,O,O,O,O,O,O,O,kisses for my president,1964
1010,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the visit,1964
1011,O,O,O,O,O,O,N,O,O,O,O,O,O,O,7 faces of dr. lao,1964
1012,O,N,N,N,W,W,O,W,W,O,N,O,O,W,the sound of music,1965
1013,O,W,O,W,N,O,O,O,N,O,O,O,O,O,darling,1965
1014,O,O,W,W,N,N,O,W,N,N,O,W,O,N,doctor zhivago,1965
1015,N,N,W,N,O,O,O,O,N,N,O,N,O,O,ship of fools,1965
1016,O,O,O,O,O,O,O,N,N,W,O,N,O,O,a thousand clowns,1965
1017,O,N,O,O,N,O,O,O,O,O,O,N,O,O,the collector,1965
1018,O,O,O,O,N,O,O,O,O,O,O,O,O,O,woman in the dunes,1965
1019,W,O,O,O,O,N,O,N,O,O,O,N,N,O,cat ballou,1965
1020,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the spy who came in from the cold,1965
1021,N,O,O,O,O,O,O,O,O,N,N,O,O,O,othello,1965
1022,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the pawnbroker,1965
1023,O,N,N,O,O,O,O,N,O,O,W,O,O,O,a patch of blue,1965
1024,O,O,O,O,O,N,O,O,O,N,O,O,O,O,the flight of the phoenix,1965
1025,O,O,O,N,O,O,O,O,O,O,N,O,O,O,inside daisy clover,1965
1026,O,O,O,O,O,O,O,O,O,O,O,O,W,O,the sandpiper,1965
1027,O,O,O,O,O,O,O,N,O,O,O,O,N,O,the umbrellas of cherbourg,1965
1028,O,O,N,O,O,N,W,O,O,O,O,O,N,N,the great race,1965
1029,O,O,O,O,O,O,O,O,O,O,O,O,N,O,what's new pussycat?,1965
1030,O,O,N,N,O,O,O,N,O,O,O,O,O,N,the agony and the ecstasy,1965
1031,O,O,N,N,O,O,N,N,O,O,O,O,O,O,the greatest story ever told,1965
1032,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the pleasure seekers,1965
1033,O,O,O,O,O,O,N,O,O,O,O,O,O,O,von ryan's express,1965
1034,O,O,O,O,O,O,O,O,O,O,O,O,O,N,shenandoah,1965
1035,O,O,N,O,O,O,O,O,O,O,O,O,O,O,king rat,1965
1036,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the slender thread,1965
1037,O,O,N,O,O,O,O,O,O,O,O,O,O,O,in harm's way,1965
1038,O,O,N,N,O,O,O,O,O,O,O,O,O,O,morituri,1965
1039,O,O,O,N,O,O,O,O,O,O,O,O,O,O,a rage to live,1965
1040,O,O,O,O,O,O,W,O,O,O,O,O,O,O,thunderball,1965
1041,W,O,W,W,W,O,O,O,W,N,N,W,O,O,a man for all seasons,1966
1042,N,O,O,O,O,O,O,O,N,O,N,N,N,O,alfie,1966
1043,N,O,O,O,O,N,O,O,N,O,O,N,O,O,"the russians are coming, the russians are coming",1966
1044,N,O,N,O,O,N,O,N,N,N,O,O,O,N,the sand pebbles,1966
1045,N,W,W,W,N,N,O,N,N,N,W,N,O,N,who's afraid of virginia woolf?,1966
