,title,year,imdbID,precount_wins,precount_noms,win,nom,none
2875,color of night,1994,tt0109456,0,3,0,0,0
2876,the people vs. larry flynt,1996,tt0117318,0,0,0,2,5
2877,summer catch,2001,tt0234829,0,0,0,0,0
2878,view from the top,2003,tt0264150,1,1,0,0,0
2879,blindness,2008,tt0861689,0,1,0,0,0
2880,tucker: the man and his dream,1988,tt0096316,4,10,0,0,0
2881,mobsters,1991,tt0102460,0,1,0,0,0
2882,"corrina, corrina",1994,tt0109484,0,0,0,0,0
2883,get over it,2001,tt0192071,0,0,0,0,0
2884,vampires,1998,tt0120877,0,2,0,0,0
2885,i heart huckabees,2004,tt0356721,2,6,0,0,0
2886,thomas and the magic railroad,2000,tt0205461,0,1,0,0,0
2887,beerfest,2006,tt0486551,1,0,0,0,0
2888,the best offer,2013,tt1924396,1,3,0,0,0
2889,altered states,1980,tt0080360,1,1,0,0,7
2890,the thing,1982,tt0084787,0,0,0,0,0
2891,fire in the sky,1993,tt0106912,0,0,0,0,0
2892,the man with the iron fists,2012,tt1258972,1,2,0,0,0
2893,mulholland drive,2001,tt0166924,0,2,0,1,6
2894,lady sings the blues,1972,tt0068828,0,0,0,2,5
2895,six pack,1982,tt0084690,0,0,0,0,0
2896,taking care of business,1990,tt0103035,0,1,0,0,0
2897,vampire in brooklyn,1995,tt0114825,0,1,0,0,0
2898,child's play 3,1991,tt0103956,0,0,0,0,0
2899,crazy/beautiful,2001,tt0250224,0,1,0,0,0
2900,barry lyndon,1975,tt0072684,0,8,0,3,4
2901,tess,1979,tt0080009,0,2,0,0,0
2902,cruising,1980,tt0080569,1,6,0,0,0
2903,volunteers,1985,tt0090274,0,1,0,0,0
2904,s1m0ne,2002,tt0258153,1,10,0,0,0
2905,heavy metal,1981,tt0082509,0,0,0,0,0
2906,f.i.s.t.,1978,tt0077531,1,8,0,0,0
2907,skin deep,1989,tt0098343,0,3,0,0,0
2908,wes craven's new nightmare,1994,tt0111686,0,0,0,0,0
2909,eyes of laura mars,1978,tt0077530,1,3,0,0,0
2910,code of silence,1985,tt0088936,0,1,0,0,0
2911,the serpent and the rainbow,1988,tt0096071,0,1,0,0,0
2912,8 seconds,1994,tt0109021,1,1,0,0,0
2913,nighthawks,1981,tt0082817,0,1,0,0,0
2914,the final conflict,1981,tt0082377,0,0,0,0,0
2915,juice,1992,tt0104573,0,0,0,0,0
2916,it comes at night,2017,tt4695012,0,0,0,0,0
2917,sinbad and the eye of the tiger,1977,tt0076716,0,0,0,0,0
2918,monty python's life of brian,1979,tt0079470,0,0,0,0,0
2919,don't be a menace to south central while drinking your juice in the hood,1996,tt0116126,0,0,0,0,0
2920,margin call,2011,tt1615147,3,0,0,1,6
2921,love and death,1975,tt0073312,0,0,0,0,0
2922,blow-up,1966,tt0060176,0,0,0,0,0
2923,breaking away,1979,tt0078902,0,0,1,4,3
2924,the new kids,1985,tt0089679,0,0,0,0,0
2925,shallow grave,1994,tt0111149,0,0,0,0,0
2926,kids,1995,tt0113540,0,0,0,0,0
2927,the company you keep,2012,tt1381404,3,10,0,0,0
2928,the stud,1978,tt0078333,0,0,0,0,0
2929,chained heat,1983,tt0085318,0,1,0,0,0
2930,dad,1989,tt0097142,3,6,0,0,0
2931,the life of david gale,2003,tt0289992,2,5,0,0,0
2932,summer of sam,1999,tt0162677,1,1,0,0,0
2933,hart's war,2002,tt0251114,0,0,0,0,0
2934,johnny mnemonic,1995,tt0113481,0,1,0,0,0
2935,3000 miles to graceland,2001,tt0233142,1,1,0,0,0
2936,rock star,2001,tt0202470,0,0,0,0,0
2937,geronimo: an american legend,1993,tt0107004,3,6,0,0,0
2938,the quick and the dead,1995,tt0114214,2,4,0,0,0
2939,journey to the lost city,1960,tt0052949,0,0,0,0,0
2940,an unfinished life,2005,tt0350261,2,9,0,0,0
2941,the lost city of z,2016,tt1212428,0,0,0,0,0
2942,how to lose friends & alienate people,2008,tt0455538,0,0,0,0,0
2943,max keeble's big move,2001,tt0273799,0,0,0,0,0
2944,half past dead,2002,tt0297162,0,0,0,0,0
2945,foxcatcher,2014,tt1100089,0,3,0,4,3
2946,vanity fair,2004,tt0241025,1,0,0,0,0
2947,casualties of war,1989,tt0097027,0,0,0,0,0
2948,little giants,1994,tt0110364,0,0,0,0,0
2949,kazaam,1996,tt0116756,0,0,0,0,0
2950,the man who wasn't there,2001,tt0243133,2,7,0,0,7
2951,sex drive,2008,tt1135985,0,0,0,0,0
2952,under the rainbow,1981,tt0083254,0,1,0,0,0
2953,best defense,1984,tt0086955,0,1,0,0,0
2954,young sherlock holmes,1985,tt0090357,0,1,0,0,7
2955,the mighty,1998,tt0119670,0,2,0,0,0
2956,a mighty heart,2007,tt0829459,1,1,0,0,0
2957,tuck everlasting,2002,tt0283084,2,7,0,0,0
2958,suspect,1987,tt0094082,0,5,0,0,0
2959,the drop,2014,tt1600196,0,0,0,0,0
2960,the boys from brazil,1978,tt0077269,4,16,0,1,6
2961,rushmore,1998,tt0128445,0,1,0,0,0
2962,flight of the navigator,1986,tt0091059,0,0,0,0,0
2963,the edge of seventeen,2016,tt1878870,0,1,0,0,0
2964,mortal thoughts,1991,tt0102469,0,0,0,0,0
2965,the cowboys,1972,tt0068421,1,3,0,0,0
2966,a mighty wind,2003,tt0310281,0,0,0,0,7
2967,beneath the planet of the apes,1970,tt0065462,1,0,0,0,0
2968,o,2001,tt0184791,0,0,0,0,0
2969,before i fall,2017,tt1691916,0,0,0,0,0
2970,the taking of pelham one two three,1974,tt0072251,2,2,0,0,0
2971,the octagon,1980,tt0081259,0,0,0,0,0
2972,jason lives,1986,tt0091080,0,0,0,0,0
2973,the private eyes,1980,tt0081376,0,0,0,0,0
2974,the replacement killers,1998,tt0120008,1,0,0,0,0
2975,haywire,2011,tt1506999,1,2,0,0,0
2976,above the law,1988,tt0094602,0,0,0,0,0
2977,what's new pussycat?,1965,tt0059903,0,3,0,0,7
2978,the believers,1987,tt0092632,1,3,0,0,0
2979,year of the dragon,1985,tt0090350,2,1,0,0,0
2980,the fan,1996,tt0116277,2,4,0,0,0
2981,call me by your name,2017,tt5726616,0,3,1,3,4
2982,flyboys,2006,tt0454824,1,0,0,0,0
2983,the country bears,2002,tt0276033,0,1,0,0,0
2984,sabotage,2014,tt1742334,0,0,0,0,0
2985,the world's fastest indian,2005,tt0412080,1,3,0,0,0
2986,operation finale,2018,tt5208252,1,3,0,0,0
2987,johnny be good,1988,tt0095409,0,0,0,0,0
2988,the rage: carrie 2,1999,tt0144814,0,0,0,0,0
2989,lassiter,1984,tt0087589,0,0,0,0,0
2990,ladyhawke,1985,tt0089457,0,0,0,0,7
2991,milk money,1994,tt0110516,0,1,0,0,0
2992,simon birch,1998,tt0124879,0,0,0,0,0
2993,loser,2000,tt0217630,0,0,0,0,0
2994,crimes and misdemeanors,1989,tt0097123,2,10,0,3,4
2995,the thirteenth floor,1999,tt0139809,0,1,0,0,0
2996,disturbing behavior,1998,tt0134619,0,0,0,0,0
2997,the crow: city of angels,1996,tt0115986,1,7,0,0,0
2998,invasion u.s.a.,1985,tt0089348,0,0,0,0,0
2999,the fabulous baker boys,1989,tt0097322,0,4,0,1,6
3000,the big green,1995,tt0112499,0,0,0,0,0
3001,rachel getting married,2008,tt1084950,1,0,0,1,6
3002,rooster cogburn,1975,tt0073636,3,10,0,0,0
3003,dead men don't wear plaid,1982,tt0083798,0,0,0,0,0
3004,the delta force,1986,tt0090927,2,0,0,0,0
3005,singles,1992,tt0105415,0,0,0,0,0
3006,half baked,1998,tt0120693,0,0,0,0,0
3007,another year,2010,tt1431181,1,6,0,1,6
3008,dope,2015,tt3850214,0,0,0,0,0
3009,halloween 4: the return of michael myers,1988,tt0095271,0,0,0,0,0
3010,hot dog... the movie,1984,tt0087425,0,0,0,0,0
3011,the sure thing,1985,tt0090103,0,0,0,0,0
3012,wait until dark,1967,tt0062467,1,4,0,1,6
3013,sorry to bother you,2018,tt5688932,0,0,0,0,0
3014,five easy pieces,1970,tt0065724,0,1,0,3,4
3015,the howling,1981,tt0082533,0,0,0,0,0
3016,good guys wear black,1978,tt0079227,0,0,0,0,0
3017,eurotrip,2004,tt0356150,0,0,0,0,0
3018,frantic,1988,tt0095174,0,4,0,0,0
3019,the last king of scotland,2006,tt0455590,0,0,1,1,6
3020,last man standing,1996,tt0116830,1,2,0,0,0
3021,outland,1981,tt0082869,0,0,0,0,7
3022,queen of blood,1966,tt0060877,0,0,0,0,0
3023,valley girl,1983,tt0086525,0,0,0,0,0
3024,the mission,1986,tt0091530,4,4,0,2,5
3025,eastern promises,2007,tt0765443,0,1,0,1,6
3026,the devil's rejects,2005,tt0395584,0,0,0,0,0
3027,hudson hawk,1991,tt0102070,0,1,0,0,0
3028,true crime,1999,tt0139668,2,3,0,0,0
3029,baby's day out,1994,tt0109190,0,0,0,0,0
3030,the phantom,1996,tt0117331,0,0,0,0,0
3031,the neverending story ii: the next chapter,1990,tt0100240,0,0,0,0,0
3032,bringing out the dead,1999,tt0163988,1,4,0,0,0
3033,krull,1983,tt0085811,0,2,0,0,0
3034,freejack,1992,tt0104299,1,0,0,0,0
3035,fled,1996,tt0116320,0,1,0,0,0
3036,election,1999,tt0126886,0,0,0,1,6
3037,murder in the first,1995,tt0113870,0,0,0,0,0
3038,masters of the universe,1987,tt0093507,0,0,0,0,0
3039,angel heart,1987,tt0092563,2,3,0,0,0
3040,whip it,2009,tt1172233,0,0,0,0,0
3041,jason x,2001,tt0211443,0,0,0,0,0
3042,54,1998,tt0120577,0,0,0,0,0
3043,the final countdown,1980,tt0080736,0,4,0,0,0
3044,firestarter,1984,tt0087262,0,1,0,0,0
3045,the falcon and the snowman,1985,tt0087231,2,2,0,0,0
3046,catch that kid,2004,tt0337917,0,0,0,0,0
3047,tremors,1990,tt0100814,0,0,0,0,0
3048,frailty,2001,tt0264616,0,0,0,0,0
3049,kinsey,2004,tt0362269,1,3,0,1,6
3050,a bronx tale,1993,tt0106489,2,4,0,0,0
3051,kung pow: enter the fist,2002,tt0240468,0,0,0,0,0
3052,dogville,2003,tt0276919,1,2,0,0,0
3053,adventureland,2009,tt1091722,0,0,0,0,0
3054,while we're young,2014,tt1791682,0,3,0,0,0
3055,beat street,1984,tt0086946,0,0,0,0,0
3056,johnny dangerously,1984,tt0087507,1,3,0,0,0
3057,pet sematary ii,1992,tt0105128,0,0,0,0,0
3058,andre,1994,tt0109120,0,1,0,0,0
3059,the good girl,2002,tt0279113,0,0,0,0,0
3060,the slayer,1982,tt0084694,0,0,0,0,0
3061,house of 1000 corpses,2003,tt0251736,0,1,0,0,0
3062,von ryan's express,1965,tt0059885,1,5,0,0,7
3063,all the right moves,1983,tt0085154,0,0,0,0,0
3064,to live and die in l.a.,1985,tt0090180,1,1,0,0,0
3065,shocker,1989,tt0098320,0,0,0,0,0
3066,sunshine cleaning,2008,tt0862846,1,3,0,0,0
3067,upgrade,2018,tt6499752,0,0,0,0,0
3068,sounder,1972,tt0069303,0,1,0,4,3
3069,kingdom of the spiders,1977,tt0076271,0,0,0,0,0
3070,blue valentine,2010,tt1120985,0,2,0,1,6
3071,fruitvale station,2013,tt2334649,1,0,0,0,0
3072,supervixens,1975,tt0073768,0,0,0,0,0
3073,trainspotting,1996,tt0117951,0,0,0,1,6
3074,iris,2001,tt0280778,1,4,1,3,4
3075,fire down below,1997,tt0119123,0,0,0,0,0
3076,billy bathgate,1991,tt0101453,5,5,0,0,0
3077,the bonfire of the vanities,1990,tt0099165,0,2,0,0,0
3078,the fountain,2006,tt0414993,2,5,0,0,0
3079,highlander ii: the quickening,1991,tt0102034,1,0,0,0,0
3080,pride and prejudice and zombies,2016,tt1374989,0,0,0,0,0
3081,devil in a blue dress,1995,tt0112857,1,2,0,0,0
3082,"tomorrow, when the war began",2010,tt1456941,0,0,0,0,0
3083,the big city,1963,tt0057277,0,0,0,0,0
3084,over the top,1987,tt0093692,1,2,0,0,0
3085,"bright lights, big city",1988,tt0094799,0,1,0,0,0
3086,heart and souls,1993,tt0107091,0,2,0,0,0
3087,scouts guide to the zombie apocalypse,2015,tt1727776,0,0,0,0,0
3088,out of the furnace,2013,tt1206543,0,2,0,0,0
3089,the greatest story ever told,1965,tt0059245,4,13,0,0,7
3090,she's having a baby,1988,tt0096094,0,1,0,0,0
3091,"i love you, beth cooper",2009,tt1032815,0,0,0,0,0
3092,superman iv: the quest for peace,1987,tt0094074,1,2,0,0,0
3093,a simple plan,1998,tt0120324,1,1,0,2,5
3094,chances are,1989,tt0097044,0,1,0,0,7
3095,kiss kiss bang bang,2005,tt0373469,0,1,0,0,0
3096,"new york, new york",1977,tt0076451,2,2,0,0,0
3097,spacehunter: adventures in the forbidden zone,1983,tt0086346,0,0,0,0,0
3098,raw deal,1986,tt0091828,0,0,0,0,0
3099,armed and dangerous,1986,tt0090660,0,1,0,0,0
3100,the next karate kid,1994,tt0110657,0,1,0,0,0
3101,death wish 3,1985,tt0089003,1,0,0,0,0
3102,mo' better blues,1990,tt0100168,1,2,0,0,0
3103,two lovers,2008,tt1103275,0,2,0,0,0
3104,men at work,1990,tt0100135,0,0,0,0,0
3105,the long riders,1980,tt0081071,0,0,0,0,0
3106,death wish ii,1982,tt0082250,0,1,0,0,0
3107,kiss me goodbye,1982,tt0084210,1,4,0,0,0
3108,no holds barred,1989,tt0097987,0,0,0,0,0
3109,the dead zone,1983,tt0085407,1,0,0,0,0
3110,d.c. cab,1983,tt0085387,0,0,0,0,0
3111,high plains drifter,1973,tt0068699,1,0,0,0,0
3112,gorky park,1983,tt0085615,1,2,0,0,0
3113,above the rim,1994,tt0109035,0,0,0,0,0
3114,the words,2012,tt1840417,1,0,0,0,0
3115,the blue max,1966,tt0060177,0,1,0,0,0
3116,wishmaster,1997,tt0120524,0,0,0,0,0
3117,the boxer,1997,tt0118760,1,6,0,0,0
3118,our man flint,1966,tt0059557,0,2,0,0,0
3119,tales from the darkside: the movie,1990,tt0100740,0,0,0,0,0
3120,the silencers,1966,tt0060980,0,1,0,0,0
3121,cool hand luke,1967,tt0061512,0,3,1,3,4
3122,jason goes to hell,1993,tt0107254,0,0,0,0,0
3123,winter's bone,2010,tt1399683,0,0,0,4,3
3124,melancholia,2011,tt1527186,0,0,0,0,0
3125,breakout,1975,tt0072737,0,2,0,0,0
3126,piranha,1978,tt0078087,0,1,0,0,0
3127,marie antoinette,2006,tt0422720,1,4,0,0,7
3128,the kite runner,2007,tt0419887,0,0,0,0,7
3129,killer klowns from outer space,1988,tt0095444,0,0,0,0,0
3130,switch,1991,tt0103016,0,2,0,0,0
3131,all the pretty horses,2000,tt0149624,3,3,0,0,0
3132,anonymous,2011,tt1521197,1,5,0,0,7
3133,the cassandra crossing,1976,tt0074292,1,2,0,0,0
3134,transamerica,2005,tt0407265,0,0,0,1,6
3135,sweet sweetback's baadasssss song,1971,tt0067810,0,0,0,0,0
3136,toy soldiers,1991,tt0103112,0,1,0,0,0
3137,the cave,2005,tt0402901,0,0,0,0,0
3138,josie and the pussycats,2001,tt0236348,0,0,0,0,0
3139,bad girls,1994,tt0109198,0,0,0,0,0
3140,flight of the intruder,1991,tt0099587,0,1,0,0,0
3141,the assassination of jesse james by the coward robert ford,2007,tt0443680,0,1,0,1,6
3142,vampire academy,2014,tt1686821,0,0,0,0,0
3143,little children,2006,tt0404203,1,5,0,3,4
3144,the adventures of pinocchio,1996,tt0115472,1,3,0,0,0
3145,the greatest game ever played,2005,tt0388980,0,0,0,0,0
3146,out cold,2001,tt0253798,0,0,0,0,0
3147,fire birds,1990,tt0099575,0,0,0,0,0
3148,big top pee-wee,1988,tt0094744,0,0,0,0,0
3149,she-devil,1989,tt0098309,3,6,0,0,0
3150,ladybugs,1992,tt0104670,0,0,0,0,0
3151,undisputed,2002,tt0281322,0,2,0,0,0
3152,boat trip,2002,tt0285462,1,0,0,0,0
3153,inherent vice,2014,tt1791528,0,8,0,1,6
3154,school ties,1992,tt0105327,0,0,0,0,0
3155,quick change,1990,tt0100449,1,0,0,0,0
3156,radio days,1987,tt0093818,2,8,0,1,6
3157,soul plane,2004,tt0367085,0,0,0,0,0
3158,the nude bomb,1980,tt0081249,0,1,0,0,0
3159,the commitments,1991,tt0101605,0,2,0,0,7
3160,thinner,1996,tt0117894,0,0,0,0,0
3161,dead man on campus,1998,tt0118301,0,0,0,0,0
3162,a life less ordinary,1997,tt0119535,1,3,0,0,0
3163,hair,1979,tt0079261,0,0,0,0,0
3164,grease 2,1982,tt0084021,0,0,0,0,0
3165,wild at heart,1990,tt0100935,0,3,0,1,6
3166,pure country,1992,tt0105191,0,1,0,0,0
3167,threesome,1994,tt0111418,0,0,0,0,0
3168,indian summer,1993,tt0107212,0,2,0,0,0
3169,youngblood,1986,tt0092272,0,0,0,0,0
3170,the secret of nimh,1982,tt0084649,0,1,0,0,0
3171,drop dead fred,1991,tt0101775,0,4,0,0,0
3172,flirting with disaster,1996,tt0116324,0,1,0,0,0
3173,orca,1977,tt0076504,0,2,0,0,0
3174,school daze,1988,tt0096054,0,0,0,0,0
3175,more american graffiti,1979,tt0079576,0,3,0,0,0
3176,halloween: the curse of michael myers,1995,tt0113253,0,0,0,0,0
3177,the music man,1962,tt0056262,1,0,0,0,0
3178,the v.i.p.s,1963,tt0057634,1,5,1,1,6
3179,the front page,1974,tt0071524,6,16,0,0,0
3180,kickboxer,1989,tt0097659,0,0,0,0,0
3181,eve's bayou,1997,tt0119080,0,1,0,0,0
3182,prom night ii,1987,tt0093176,0,0,0,0,0
3183,grand theft auto,1977,tt0076100,0,0,0,0,0
3184,hellraiser,1987,tt0093177,0,0,0,0,0
3185,for a few dollars more,1965,tt0059578,0,0,0,0,0
3186,the giant spider invasion,1975,tt0073043,0,0,0,0,0
3187,get carter,2000,tt0208988,0,3,0,0,0
3188,the meaning of life,1983,tt0085959,0,0,0,0,0
3189,music of the heart,1999,tt0166943,3,9,0,1,6
3190,my left foot,1989,tt0097937,0,0,2,5,2
3191,vice,2018,tt6266538,3,9,0,6,1
3192,clue,1985,tt0088930,0,3,0,0,0
3193,winning,1969,tt0065215,1,6,0,0,0
3194,beyond the lights,2014,tt3125324,0,1,0,0,7
3195,children of the corn,1984,tt0087050,0,0,0,0,0
3196,a fistful of dollars,1964,tt0058461,0,0,0,0,0
3197,rbg,2018,tt7689964,0,0,0,0,7
3198,awake,2007,tt0211933,0,2,0,0,0
3199,rapid fire,1992,tt0105219,0,0,0,0,0
3200,the buddy holly story,1978,tt0077280,0,0,0,1,6
3201,the return of the living dead,1985,tt0089907,0,0,0,0,0
3202,scanners,1981,tt0081455,0,0,0,0,0
3203,prince of darkness,1987,tt0093777,0,0,0,0,0
3204,dirty dancing: havana nights,2004,tt0338096,0,0,0,0,0
3205,osmosis jones,2001,tt0181739,0,1,0,0,0
3206,ishtar,1987,tt0093278,2,15,0,0,0
3207,nixon,1995,tt0113987,4,6,0,3,4
3208,memoirs of an invisible man,1992,tt0104850,1,0,0,0,0
3209,american outlaws,2001,tt0244000,0,0,0,0,0
3210,the pagemaster,1994,tt0110763,0,0,0,0,0
3211,blues brothers 2000,1998,tt0118747,0,1,0,0,0
3212,cool world,1992,tt0104009,0,0,0,0,0
3213,ghosts of mars,2001,tt0228333,0,0,0,0,0
3214,highlander: the final dimension,1994,tt0110027,0,1,0,0,0
3215,a chorus line,1985,tt0088915,2,1,0,0,7
3216,the mosquito coast,1986,tt0091557,0,2,0,0,0
3217,serenity,2005,tt0379786,0,1,0,0,0
3218,hot rod,2007,tt0787475,0,0,0,0,0
3219,the milagro beanfield war,1988,tt0095638,1,1,0,0,7
3220,the man who knew too little,1997,tt0120483,0,0,0,0,0
3221,tenacious d in the pick of destiny,2006,tt0365830,0,0,0,0,0
3222,my stepmother is an alien,1988,tt0095687,0,0,0,0,0
3223,dragonslayer,1981,tt0082288,0,1,0,0,7
3224,blow out,1981,tt0082085,0,1,0,0,0
3225,great balls of fire!,1989,tt0097457,0,0,0,0,0
3226,fear and loathing in las vegas,1998,tt0120669,0,1,0,0,0
3227,the brink's job,1978,tt0077275,1,3,0,0,7
3228,freddy got fingered,2001,tt0240515,0,1,0,0,0
3229,how to be a player,1997,tt0119326,0,0,0,0,0
3230,house of the dead,2003,tt0317676,0,0,0,0,0
3231,on a clear day you can see forever,1970,tt0066181,3,2,0,0,0
3232,poltergeist iii,1988,tt0095889,0,0,0,0,0
3233,the perfect weapon,1991,tt0102655,0,1,0,0,0
3234,the eiger sanction,1975,tt0072926,1,0,0,0,0
3235,the beastmaster,1982,tt0083630,0,0,0,0,0
3236,the ice pirates,1984,tt0087451,0,0,0,0,0
3237,the night the lights went out in georgia,1981,tt0082816,0,0,0,0,0
3238,mystic pizza,1988,tt0095690,0,0,0,0,0
3239,jason takes manhattan,1989,tt0097388,0,0,0,0,0
3240,the wizard,1989,tt0098663,0,0,0,0,0
3241,the crush,1993,tt0106627,0,0,0,0,0
3242,the sandpiper,1965,tt0059674,5,10,0,0,7
3243,diner,1982,tt0083833,0,0,0,1,6
3244,mclintock!,1963,tt0057298,0,2,0,0,0
3245,creepshow 2,1987,tt0092796,1,0,0,0,0
3246,sing street,2016,tt3544112,0,0,0,0,0
3247,private school,1983,tt0086143,0,0,0,0,0
3248,she's the one,1996,tt0117628,0,0,0,0,0
3249,beginners,2010,tt1532503,0,1,0,0,0
3250,halloween iii: season of the witch,1982,tt0085636,0,1,0,0,0
3251,stand and deliver,1988,tt0094027,0,0,0,1,6
3252,eighth grade,2018,tt7014006,0,0,0,0,0
3253,night of the comet,1984,tt0087799,0,0,0,0,0
3254,45 years,2015,tt3544082,0,2,0,1,6
3255,the duchess,2008,tt0864761,0,3,0,0,7
3256,a hard day's night,1964,tt0058182,0,0,0,0,7
3257,hit and run,2012,tt2097307,0,0,0,0,0
3258,the tailor of panama,2001,tt0236784,1,7,0,0,0
3259,the last station,2009,tt0824758,1,3,0,2,5
3260,all is lost,2013,tt2017038,1,3,0,0,7
3261,what a way to go!,1964,tt0058743,0,8,0,0,7
3262,house of sand and fog,2003,tt0315983,2,2,0,2,5
3263,in the name of the king: a dungeon siege tale,2007,tt0460780,0,0,0,0,0
3264,gods and generals,2003,tt0279111,0,0,0,0,0
3265,child 44,2015,tt1014763,0,1,0,0,0
3266,welcome to marwen,2018,tt3289724,1,2,0,0,0
3267,the sisters brothers,2018,tt4971344,0,5,0,0,0
3268,body of evidence,1992,tt0106453,0,0,0,0,0
3269,labyrinth,1986,tt0091369,0,0,0,0,0
3270,clockers,1995,tt0112688,0,3,0,0,0
3271,angela's ashes,1999,tt0145653,0,4,0,0,7
3272,suburbicon,2017,tt0491175,4,11,0,0,0
3273,greedy,1994,tt0109936,0,4,0,0,0
3274,marvin's room,1996,tt0116999,5,14,0,1,6
3275,gettysburg,1993,tt0107007,0,1,0,0,0
3276,bullets over broadway,1994,tt0109348,3,14,1,5,3
3277,the evening star,1996,tt0116240,1,7,0,0,0
3278,highlander,1986,tt0091203,0,0,0,0,0
3279,the legend of the lone ranger,1981,tt0082648,0,0,0,0,0
3280,crazy people,1990,tt0099316,1,1,0,0,0
3281,american me,1992,tt0103671,0,1,0,0,0
3282,hotel artemis,2018,tt5834262,2,2,0,0,0
3283,pick-up,1975,tt0254688,0,0,0,0,0
3284,the pick-up artist,1987,tt0093737,0,1,0,0,0
3285,a kid in king arthur's court,1995,tt0113538,0,0,0,0,0
3286,bio-dome,1996,tt0115683,0,0,0,0,0
3287,slither,2006,tt0439815,0,0,0,0,0
3288,battle of britain,1969,tt0064072,0,3,0,0,0
3289,the concorde... airport '79,1979,tt0078740,0,0,0,0,0
3290,lord of illusions,1995,tt0113690,0,0,0,0,0
3291,vera drake,2004,tt0383694,0,3,0,3,4
3292,true confessions,1981,tt0083232,2,5,0,0,0
3293,love jones,1997,tt0119572,0,0,0,0,0
3294,the entity,1982,tt0082334,0,0,0,0,0
3295,loving,2016,tt4669986,0,0,0,1,6
3296,real genius,1985,tt0089886,0,0,0,0,0
3297,the bedroom window,1987,tt0092627,0,1,0,0,0
3298,the way of the gun,2000,tt0202677,1,1,0,0,0
3299,class act,1992,tt0103978,0,0,0,0,0
3300,cat's eye,1985,tt0088889,0,0,0,0,0
3301,bad influence,1990,tt0099091,0,0,0,0,0
3302,weekend at bernie's ii,1993,tt0108539,0,0,0,0,0
3303,visiting hours,1982,tt0083296,1,3,0,0,0
3304,king of kings,1961,tt0055047,0,2,0,0,0
3305,"they shoot horses, don't they?",1969,tt0065088,1,3,1,5,2
3306,the evil that men do,1984,tt0087222,1,3,0,0,0
3307,the green inferno,2013,tt2403021,0,0,0,0,0
3308,the nun's story,1959,tt0053131,2,3,0,4,3
3309,in cold blood,1967,tt0061809,1,5,0,2,5
3310,family plot,1976,tt0074512,0,11,0,0,0
3311,charade,1963,tt0056923,1,5,0,0,7
3312,"move over, darling",1963,tt0057329,2,10,0,0,0
3313,torn curtain,1966,tt0061107,2,9,0,0,0
3314,the sugarland express,1974,tt0072226,2,0,0,0,0
3315,critters,1986,tt0090887,0,0,0,0,0
3316,they live,1988,tt0096256,0,0,0,0,0
3317,i'm gonna git you sucka,1988,tt0095348,0,0,0,0,0
3318,lone star,1996,tt0116905,0,1,0,1,6
3319,to kill a mockingbird,1962,tt0056592,0,4,2,5,2
3320,klute,1971,tt0067309,0,2,1,1,6
3321,frenzy,1972,tt0068611,0,5,0,0,0
3322,cooley high,1975,tt0072820,0,0,0,0,0
3323,revenge of the ninja,1983,tt0086192,0,0,0,0,0
3324,highlander: endgame,2000,tt0144964,0,0,0,0,0
3325,the new world,2005,tt0402399,0,2,0,0,7
3326,french connection ii,1975,tt0073018,1,2,0,0,0
3327,the promise,2016,tt4776998,1,3,0,0,0
3328,lone wolf mcquade,1983,tt0085862,0,0,0,0,0
3329,far from the madding crowd,2015,tt2935476,0,1,0,0,0
3330,the 33,2015,tt2006295,1,2,0,0,0
3331,the great escape,1963,tt0057115,0,1,0,0,7
3332,zoom,2006,tt0383060,0,0,0,0,0
3333,gattaca,1997,tt0119177,0,1,0,0,7
3334,beyond borders,2003,tt0294357,1,0,0,0,0
3335,dreams,1990,tt0100998,0,1,0,0,0
3336,i'll be home for christmas,1998,tt0155753,0,0,0,0,0
3337,in dreams,1999,tt0120710,1,4,0,0,0
3338,enemy mine,1985,tt0089092,1,2,0,0,0
3339,mulholland falls,1996,tt0117107,0,3,0,0,0
3340,the marrying man,1991,tt0102411,0,4,0,0,0
3341,lifeforce,1985,tt0089489,0,2,0,0,0
3342,ready to rumble,2000,tt0217756,0,0,0,0,0
3343,chasing liberty,2004,tt0360139,0,0,0,0,0
3344,the roommates,1973,tt0236693,0,0,0,0,0
3345,sorcerer,1977,tt0076740,1,2,0,0,7
3346,judgment night,1993,tt0107286,0,0,0,0,0
3347,caddyshack ii,1988,tt0094824,0,3,0,0,0
3348,so i married an axe murderer,1993,tt0108174,0,0,0,0,0
3349,i'm not there,2007,tt0368794,1,3,0,1,6
3350,a most violent year,2014,tt2937898,0,2,0,0,0
3351,pink cadillac,1989,tt0098097,0,0,0,0,0
3352,the getaway,1972,tt0068638,1,2,0,0,0
3353,brighton beach memoirs,1986,tt0090774,0,3,0,0,0
3354,rock-a-doodle,1991,tt0102802,0,0,0,0,0
3355,the beautician and the beast,1997,tt0118691,0,0,0,0,0
3356,club paradise,1986,tt0090856,0,7,0,0,0
3357,dark blue,2002,tt0279331,0,1,0,0,0
3358,trumbo,2015,tt3203606,0,0,0,1,6
3359,making love,1982,tt0084293,1,2,0,0,0
3360,chloe,2009,tt1352824,0,7,0,0,0
3361,the postman always rings twice,1981,tt0082934,1,5,0,0,0
3362,she's out of control,1989,tt0098308,0,0,0,0,0
3363,true romance,1993,tt0108399,0,1,0,0,0
3364,stoker,2013,tt1682180,1,2,0,0,0
